"date","active.calories","steps","weight","steps.lag","calorie.lag","dayofyear"
2016-05-11,442,8.36,172.267796820944,14.93,851.9,132
2016-05-12,1034.3,19.84,170.377911131217,8.36,442,133
2016-05-13,828.8,16.99,170.279772925114,19.84,1034.3,134
2016-05-14,473.3,11.57,171.308863309575,16.99,828.8,135
2016-05-15,520.2,10.32,170.385190457342,11.57,473.3,136
2016-05-16,654.8,11.93,169.882759688294,10.32,520.2,137
2016-05-17,658.6,9.56,168.566699742218,11.93,654.8,138
2016-05-18,916.6,16.52,169.026940542083,9.56,658.6,139
2016-05-19,924.8,17.78,170.683884042187,16.52,916.6,140
2016-05-20,1065.8,19.14,168.80516119454,17.78,924.8,141
2016-05-23,930.2,16.98,171.276792892767,19.14,1065.8,144
2016-05-24,589.9,11.39,168.870345591156,16.98,930.2,145
2016-05-25,707.5,11.44,170.011946424435,11.39,589.9,146
2016-05-28,446.5,10.43,170.17120504495,11.44,707.5,149
2016-05-29,589,13.79,170.150653095932,10.43,446.5,150
2016-05-30,738.6,13.28,170.305672223467,13.79,589,151
2016-05-31,1022.8,18.3,170.742778348515,13.28,738.6,152
2016-06-01,718.5,14.41,170.008897339395,18.3,1022.8,153
2016-06-02,920.3,16.77,169.877717014375,14.41,718.5,154
2016-06-03,829.1,15.85,170.278023022602,16.77,920.3,155
2016-06-04,295.6,8.53,169.675796977525,15.85,829.1,156
2016-06-05,296.6,5.69,171.638894873595,8.53,295.6,157
2016-06-06,851.5,15.57,167.923579657199,5.69,296.6,158
2016-06-07,827.8,14.88,171.113474876375,15.57,851.5,159
2016-06-08,488,10.48,169.830931591111,14.88,827.8,160
2016-06-09,998.5,18.13,170.494979421299,10.48,488,161
2016-06-10,433.2,9.86,171.05385708422,18.13,998.5,162
2016-06-11,407.3,9.05,170.895616961677,9.86,433.2,163
2016-06-12,523.3,11.61,169.393672173606,9.05,407.3,164
2016-06-13,815.1,14,171.612709012902,11.61,523.3,165
2016-06-14,1242.9,21.86,168.420409315225,14,815.1,166
2016-06-15,351.1,7.22,170.90232759885,21.86,1242.9,167
2016-06-16,881,17.26,169.522174670737,7.22,351.1,168
2016-06-17,390.7,9.31,168.112058881479,17.26,881,169
2016-06-18,483,12.2,168.159556765004,9.31,390.7,170
2016-06-19,894.4,17.43,170.266796627711,12.2,483,171
2016-06-20,880.7,15.99,172.241699060775,17.43,894.4,172
2016-06-21,636.6,17.13,170.288388261555,15.99,880.7,173
2016-06-22,332.3,5.84,171.142944674431,17.13,636.6,174
2016-06-26,212.3,4.93,170.842422423413,5.84,332.3,178
2016-06-27,351.6,7.21,169.347786673707,4.93,212.3,179
2016-06-28,314.6,7.26,170.955312076246,7.21,351.6,180
2016-06-29,347.7,8.58,170.353551953386,7.26,314.6,181
2016-06-30,293.7,8.18,170.206749414624,8.58,347.7,182
2016-07-01,377.7,9.43,171.00111323431,8.18,293.7,183
2016-07-02,304.7,8.38,170.747602113614,9.43,377.7,184
2016-07-03,286.4,7.07,169.374025651173,8.38,304.7,185
2016-07-04,286.2,6.4,170.396574783704,7.07,286.4,186
2016-07-05,264.9,6.95,169.11023399754,6.4,286.2,187
2016-07-06,429.9,10.44,170.634571459444,6.95,264.9,188
2016-07-07,345.5,9.13,169.572699207783,10.44,429.9,189
2016-07-08,295.2,7.32,170.45949462095,9.13,345.5,190
2016-07-09,342.5,8.03,170.377606851539,7.32,295.2,191
2016-07-10,263.6,6.25,169.74177239024,8.03,342.5,192
2016-07-11,354.1,9.66,170.480524815123,6.25,263.6,193
2016-07-12,426.9,11.46,170.592520984494,9.66,354.1,194
2016-07-13,580.7,12.22,169.790917574114,11.46,426.9,195
2016-07-14,361.9,8.25,171.197613121926,12.22,580.7,196
2016-07-15,251.3,5.52,171.422126613657,8.25,361.9,197
2016-07-16,409.3,10.51,169.371786188464,5.52,251.3,198
2016-07-17,351.3,9.7,169.261062018646,10.51,409.3,199
2016-07-18,336,8.6,170.556923829425,9.7,351.3,200
2016-07-19,641.7,13.85,169.135327281568,8.6,336,201
2016-07-20,556.5,16.41,169.604770227401,13.85,641.7,202
2016-07-21,250.6,4.96,170.862981488745,16.41,556.5,203
2016-07-22,766.2,14.75,169.492726939599,4.96,250.6,204
2016-07-23,334.5,7.75,168.144533867618,14.75,766.2,205
2016-07-24,413.5,11.51,170.743805358123,7.75,334.5,206
2016-07-25,791.5,15.87,168.48393003329,11.51,413.5,207
2016-07-26,362.4,8.91,168.739225976361,15.87,791.5,208
2016-07-27,684.9,14.35,167.083549775076,8.91,362.4,209
2016-07-28,330.1,9.2,170.940676741352,14.35,684.9,210
2016-07-29,265.3,5.74,170.368792716545,9.2,330.1,211
2016-07-30,322.2,5.7,170.588546046163,5.74,265.3,212
2016-07-31,353.2,8.17,170.979901999917,5.7,322.2,213
2016-08-01,513.4,11.71,170.102295692792,8.17,353.2,214
2016-08-02,295.3,5.94,169.048148995782,11.71,513.4,215
2016-08-03,355.7,7.23,170.72725848213,5.94,295.3,216
2016-08-04,839.8,17.73,171.476905757884,7.23,355.7,217
2016-08-05,472.9,11.85,168.683678480483,17.73,839.8,218
2016-08-06,618.9,16.3,169.58756884332,11.85,472.9,219
2016-08-07,694.8,17.62,169.913271916892,16.3,618.9,220
2016-08-08,405.6,10.13,168.927092787283,17.62,694.8,221
2016-08-09,791.3,14.81,170.922441371387,10.13,405.6,222
2016-08-10,808.9,14.55,169.641013255669,14.81,791.3,223
2016-08-11,230,4.29,171.50926168244,14.55,808.9,224
2016-08-12,708.7,12.18,170.318323175947,4.29,230,225
2016-08-13,494.7,12.38,171.00566804779,12.18,708.7,226
2016-08-14,653.1,12.19,171.851734210076,12.38,494.7,227
2016-08-15,844,16.25,170.569621751158,12.19,653.1,228
2016-08-16,283.8,6.42,171.394384356411,16.25,844,229
2016-08-17,756.8,15.69,170.542317372475,6.42,283.8,230
2016-08-18,457.8,11.61,168.834207502513,15.69,756.8,231
2016-08-19,870,15.87,170.382845119737,11.61,457.8,232
2016-08-20,356.2,8.06,171.093441141302,15.87,870,233
2016-08-21,782.4,20.4,170.879924272487,8.06,356.2,234
2016-08-22,835.3,16.36,170.232041472099,20.4,782.4,235
2016-08-23,776.6,15.38,169.20399313659,16.36,835.3,236
2016-08-24,380.2,8.84,171.084154045197,15.38,776.6,237
2016-08-25,815.5,15.26,169.537662943317,8.84,380.2,238
2016-08-26,645.3,15.97,169.218959068364,15.26,815.5,239
2016-08-27,673.3,18.51,171.082674012269,15.97,645.3,240
2016-08-28,443.7,10.43,169.272199655696,18.51,673.3,241
2016-08-29,477.8,11.67,170.766939006762,10.43,443.7,242
2016-08-30,744.7,15.51,170.543211292118,11.67,477.8,243
2016-08-31,383.8,10.09,169.230394179615,15.51,744.7,244
2016-09-01,714.7,13.67,171.756765280288,10.09,383.8,245
2016-09-02,545.5,15.72,170.00302911607,13.67,714.7,246
2016-09-03,527.6,12.58,171.814877922267,15.72,545.5,247
2016-09-04,434.6,11.49,170.159231660977,12.58,527.6,248
2016-09-05,773.5,15.04,170.078874223046,11.49,434.6,249
2016-09-06,466,10.9,170.642671517144,15.04,773.5,250
2016-09-07,484.6,10.5,170.336107012278,10.9,466,251
2016-09-08,390.9,8.98,170.358129641061,10.5,484.6,252
2016-09-09,515.5,13.07,169.857933289676,8.98,390.9,253
2016-09-10,288.2,6.45,169.54386774628,13.07,515.5,254
2016-09-11,379.2,9.02,171.391518932442,6.45,288.2,255
2016-09-12,1015.1,20.93,169.993796658538,9.02,379.2,256
2016-09-13,511.3,12.92,169.445611000284,20.93,1015.1,257
2016-09-14,397.1,8.99,170.336588205171,12.92,511.3,258
2016-09-15,537.6,10.82,170.066169035687,8.99,397.1,259
2016-09-18,541.2,12.76,168.744125554713,10.82,537.6,262
2016-09-19,439.9,10.79,170.669843484998,12.76,541.2,263
2016-09-20,610.8,13.66,171.152124393257,10.79,439.9,264
2016-09-21,521.6,10.83,171.304112510361,13.66,610.8,265
2016-09-22,894.4,16.85,171.426931545023,10.83,521.6,266
2016-09-23,532.6,13.67,170.058416936277,16.85,894.4,267
2016-09-24,547.3,12.59,170.758904143078,13.67,532.6,268
2016-09-25,891.2,19.94,170.101953315044,12.59,547.3,269
2016-09-26,1170,20.44,170.500841739959,19.94,891.2,270
2016-09-27,579.2,14.26,169.952703879474,20.44,1170,271
2016-09-28,526.2,10.28,170.072652356225,14.26,579.2,272
2016-09-29,670,12.64,171.845869152818,10.28,526.2,273
2016-09-30,705.9,15.41,170.970638497376,12.64,670,274
2016-10-01,841.2,15.41,171.011791220437,15.41,705.9,275
2016-10-02,1079.5,15.11,173.027963133917,15.41,841.2,276
2016-10-03,577.5,11.63,171.268085597775,15.11,1079.5,277
2016-10-04,635.1,13.44,170.817787031679,11.63,577.5,278
2016-10-05,560.5,11.36,172.130810809508,13.44,635.1,279
2016-10-06,427.9,6.1,170.925239818954,11.36,560.5,280
2016-10-10,560,11.86,172.904302039314,6.1,427.9,284
2016-10-11,569.1,10.94,171.184196657931,11.86,560,285
2016-10-12,492,9.73,170.976491409151,10.94,569.1,286
2016-10-13,669.2,14.85,170.455594220834,9.73,492,287
2016-10-14,598.6,11.65,171.983735123087,14.85,669.2,288
2016-10-15,575.6,12.54,173.153281128472,11.65,598.6,289
2016-10-16,557.4,12,171.362736936427,12.54,575.6,290
2016-10-17,1244.3,17.7,172.012490347826,12,557.4,291
2016-10-18,582.6,12.12,172.116928029505,17.7,1244.3,292
2016-10-19,560.3,11.24,173.238669126967,12.12,582.6,293
2016-10-20,735.5,14.22,172.513529443601,11.24,560.3,294
2016-10-21,542.1,12.04,170.809474887465,14.22,735.5,295
2016-10-22,1304.2,20.73,171.220005712667,12.04,542.1,296
2016-10-23,438,8.53,171.20485471852,20.73,1304.2,297
2016-10-24,694.2,13.52,171.74211587895,8.53,438,298
2016-10-25,599.8,11.5,173.912243325143,13.52,694.2,299
2016-10-26,510.6,9.82,170.669021366224,11.5,599.8,300
2016-10-27,546.9,10.84,171.675474066716,9.82,510.6,301
2016-10-28,1195.2,17.7,172.474958803393,10.84,546.9,302
2016-10-29,422.4,9.23,173.790198692912,17.7,1195.2,303
2016-10-30,694.5,17.54,172.28645771857,9.23,422.4,304
2016-10-31,1109.8,14,173.473566170964,17.54,694.5,305
2016-11-01,1218.3,17.68,170.626639810465,14,1109.8,306
2016-11-02,551.2,11.74,173.754631999201,17.68,1218.3,307
2016-11-03,1108.1,16.08,171.655095673709,11.74,551.2,308
2016-11-04,577.6,10.94,172.106905375421,16.08,1108.1,309
2016-11-05,396.7,7.91,171.311898560423,10.94,577.6,310
2016-11-06,478.4,8.9,172.593467740149,7.91,396.7,311
2016-11-07,1150,16.3,174.283518822796,8.9,478.4,312
2016-11-08,798,17.48,174.959224717609,16.3,1150,313
2016-11-09,632.2,13.16,171.49941429548,17.48,798,314
2016-11-10,563.9,10.58,173.10166638719,13.16,632.2,315
2016-11-11,1159,15.62,174.044029338669,10.58,563.9,316
2016-11-12,580.1,13.81,172.499933349726,15.62,1159,317
2016-11-13,475.6,9.78,172.517798180338,13.81,580.1,318
2016-11-14,639.8,13.71,172.47187807848,9.78,475.6,319
2016-11-15,635.3,12.37,173.415472056069,13.71,639.8,320
2016-11-16,485.7,10.44,174.256352285652,12.37,635.3,321
2016-11-19,579.8,14.03,173.672194728401,10.44,485.7,324
2016-11-20,514.4,9.44,173.347247500129,14.03,579.8,325
2016-11-21,1063.9,15.81,172.767974322675,9.44,514.4,326
2016-11-22,566.7,11.18,173.611277940578,15.81,1063.9,327
2016-11-23,549,10.76,172.606777587619,11.18,566.7,328
2016-11-24,295,5.26,172.920743496363,10.76,549,329
2016-11-25,452,9.4,174.340499181524,5.26,295,330
2016-11-26,547.1,13.06,173.730284808952,9.4,452,331
2016-11-27,304.4,4.97,173.573874241108,13.06,547.1,332
2016-11-28,576.7,11.85,173.122136761984,4.97,304.4,333
2016-11-30,530.7,9.42,174.399450991183,11.85,576.7,335
2016-12-01,586.2,11.15,174.849117877175,9.42,530.7,336
2016-12-02,581.9,10.15,172.691020973974,11.15,586.2,337
2016-12-03,510.4,8.54,173.662167382513,10.15,581.9,338
2016-12-04,560.1,11.07,173.702435274986,8.54,510.4,339
2016-12-05,518.1,9.12,173.122000811328,11.07,560.1,340
2016-12-07,674.5,12.27,172.796494971326,9.12,518.1,342
2016-12-08,526.5,10.39,173.840689757055,12.27,674.5,343
2016-12-09,532.2,10.18,174.546823573562,10.39,526.5,344
2016-12-10,1097.4,15.76,175,10.18,532.2,345
2016-12-11,557,10.79,172.079437941689,15.76,1097.4,346
2016-12-13,560.5,11.46,173.384631271668,10.79,557,348
2016-12-14,1056.6,15.03,173.825330900397,11.46,560.5,349
2016-12-15,1106.6,15.4,172.523594705118,15.03,1056.6,350
2016-12-16,559.6,11.93,173.486509155318,15.4,1106.6,351
2016-12-17,416.9,8.21,173.510281943202,11.93,559.6,352
2016-12-18,520.4,10.4,173.615955351745,8.21,416.9,353
2016-12-19,1262.2,16.39,172.200882045627,10.4,520.4,354
2016-12-20,1119.6,17.07,174.654627032178,16.39,1262.2,355
2016-12-21,616.2,11.88,173.861077626703,17.07,1119.6,356
2016-12-22,655.6,13.1,175,11.88,616.2,357
2016-12-23,414,8.7,175,13.1,655.6,358
2016-12-24,588.9,11.47,173.196648704711,8.7,414,359
2016-12-25,418.6,8.31,174.801566747709,11.47,588.9,360
2016-12-26,452.4,8.81,174.162693643277,8.31,418.6,361
2016-12-27,506.9,8.85,175,8.81,452.4,362
2016-12-28,310.8,5.56,174.917022376467,8.85,506.9,363
2016-12-29,370.6,5.42,174.361122367775,5.56,310.8,364
2016-12-30,621.2,12.41,175,5.42,370.6,365
2016-12-31,379.9,6.21,175,12.41,621.2,366
2017-01-01,807.7,13.95,174.80802268847,6.21,379.9,1
2017-01-02,765.9,12.32,175,13.95,807.7,2
2017-01-03,1061.5,14.74,174.334566074651,12.32,765.9,3
2017-01-04,1094.2,15.48,174.339271199281,14.74,1061.5,4
2017-01-05,1059.2,15.42,173.210527703492,15.48,1094.2,5
2017-01-06,1154.3,17.26,174.662644603408,15.42,1059.2,6
2017-01-07,812.2,12.02,175,17.26,1154.3,7
2017-01-08,969,13.67,172.526097606005,12.02,812.2,8
2017-01-09,742.3,14.93,174.295027767898,13.67,969,9
2017-01-10,1032.8,14.58,173.311350136304,14.93,742.3,10
2017-01-11,1167.6,15.96,175,14.58,1032.8,11
2017-01-12,1020.3,14.71,175,15.96,1167.6,12
